727960	35.34595
727988	34.502
728019	33.90957
728049	33.38338
728080	32.86643
728110	32.40984
728141	31.79823
728172	31.45554
728202	30.89459
728233	30.27744
728263	29.72173
728294	28.88452
728325	27.89684
728353	27.64878
728384	27.43196
728414	27.30033
728445	26.97622
728475	26.6116
728506	25.60652
728537	24.6993
728567	24.36185
728598	24.29636
728628	24.09588
728659	23.7294
728690	23.74974
728718	23.59024
728749	23.501
728779	23.48009
728810	23.43878
728840	23.27717
728871	23.14163
728902	22.96201
728932	22.7874
728963	22.49988
728993	22.13799
729024	22.00513
729055	21.74161
729084	21.6198
729115	21.54297
729145	21.24792
729176	21.0673
729206	20.90179
729237	20.5929
729268	20.48289
729298	20.5534
729329	20.48483
729359	20.37182
729390	20.14376
729421	19.85819
729449	19.67445
729480	19.48123
729510	19.33811
729541	19.36796
729571	19.38197
729602	19.45038
729633	19.32469
729663	19.23479
729694	19.07036
729724	19.18516
729755	19.37768
729786	19.49232
729814	19.58643
729845	19.61051
729875	19.45746
729906	19.50418
729936	19.43108
729967	19.43646
729998	19.5078
730028	19.62154
730059	19.75569
730089	19.72096
730120	19.68687
730151	19.69357
730179	19.6955
730210	19.74812
730240	19.803
730271	19.84772
730301	19.88503
730332	19.78939
730363	19.66971
730393	19.73175
730424	19.61997
730454	19.63801
730485	19.72892
730516	19.74179
730545	19.7627
730576	19.59869
730606	19.52143
730637	19.53685
730667	19.52244
730698	19.46945
730729	19.40213
730759	19.45554
730790	19.43395
730820	19.48548
730851	19.60368
730882	19.65154
730910	19.67291
730941	19.66837
730971	19.71774
731002	19.61096
731032	19.55976
731063	19.52944
731094	19.57808
731124	19.63547
731155	19.49871
731185	19.39894
731216	19.42202
731247	19.17565
731275	18.94486
731306	18.70798
731336	18.44923
731367	18.27216
731397	18.19879
731428	17.91213
731459	17.68551
731489	17.60352
731520	17.61621
731550	17.73865
731581	17.75259
731612	17.89931
731640	17.91952
731671	17.80668
731701	17.56204
731732	17.59614
731762	17.67642
731793	17.44092
731824	17.26246
731854	17.24235
731885	17.27355
731915	17.36009
731946	17.29584
731977	17.27179
732006	17.30006
732037	17.3032
732067	17.17096
732098	17.15785
732128	17.23909
732159	17.25222
732190	17.10896
732220	17.27091
732251	17.29471
732281	17.33063
732312	17.51649
732343	17.55731
732371	17.58013
732402	17.63989
732432	17.80832
732463	17.77184
732493	17.81877
732524	18.0285
732555	18.06847
732585	18.15654
732616	18.18836
732646	18.37715
732677	18.49325
732708	18.48748
732736	18.55638
732767	18.39511
732797	18.19474
732828	18.05403
732858	18.01465
732889	17.89546
732920	17.84366
732950	17.83137
732981	17.75213
733011	17.71393
733042	17.77058
733073	17.83085
733101	17.85134
733132	17.72879
733162	17.53761
733193	17.49982
733223	17.50381
733254	17.7102
733285	17.55413
733315	17.4732
733346	17.41366
733376	17.18828
733407	17.00322
733438	17.09707
733467	17.14528
733498	17.14664
733528	17.20159
733559	17.34328
733589	17.31694
733620	17.29036
733651	17.30285
733681	17.29729
733712	17.1786
733742	17.70477
733773	17.22056
733804	17.30046
733832	17.49966
733863	17.69981
733893	21.76409
733924	21.87882
733954	18.15576
733985	18.26309
734016	18.39823
734046	18.5289
734077	18.60436
734107	18.55382
734138	18.42406
734169	18.46013
734197	18.54232
734228	18.50856
734258	18.39183
734289	18.31354
