733729	808
733730	931
733731	947
733732	1354
733733	1232
733736	1175
733737	1614
733738	1058
733740	1446
733743	1133
733744	1175
733745	1046
733746	1079
733747	870
733750	1095
733751	844
733752	930
733753	832
733754	1457
733757	1064
733758	1690
733759	1987
733760	931
733761	1005
733764	973
733765	1015
733766	654
733768	1109
733771	969
733772	1024
733773	1406
733775	959
733778	996
733779	1179
733780	1689
733781	918
733782	890
733785	1205
733786	1057
733787	1351
733788	1125
733789	3107
733793	1097
733794	1133
733795	2960
733796	2432
733799	1404
733800	914
733801	966
733802	935
733803	1149
733806	1288
733807	2036
733808	1155
733809	1216
733810	1723
733813	1119
733814	1145
733815	1047
733816	1121
733817	764
733821	1282
733822	1008
733823	1380
733824	1433
733827	1374
733828	1978
733829	1312
733830	1206
733831	1956
733834	1168
733835	1156
733836	1757
733837	1209
733838	1100
733841	967
733842	1666
733843	1174
733844	1102
733845	1154
733848	1047
733849	1259
733850	2058
733851	1628
733852	1167
733855	1430
733856	1145
733857	1449
733858	1195
733859	1113
733862	1310
733863	1974
733864	1210
733865	1381
733866	1214
733869	1376
733870	1315
733871	1617
733872	1161
733876	1257
733877	1365
733878	1096
733879	1187
733880	935
733883	1140
733884	1223
733885	974
733886	991
733887	1090
733890	991
733891	937
733892	1964
733893	1587
733894	1033
733897	1378
733898	941
733899	1477
733900	1290
733901	1557
733904	1180
733905	1043
733906	1261
733907	1260
733908	1470
733911	865
733912	1177
733913	1340
733914	1184
733915	878
733919	1175
733920	1340
733921	1899
733922	1112
733925	1139
733926	949
733927	1101
733928	941
733929	1159
733932	982
733933	740
733934	1197
733935	1230
733936	994
733939	972
733940	1889
733941	1326
733942	1337
733943	1193
733946	924
733947	1876
733948	1111
733949	2040
733950	1449
733953	959
733954	1537
733955	1114
733956	1225
733960	1412
733961	1146
733962	1500
733963	913
733964	992
733967	978
733968	1536
733969	3082
733970	1258
733971	1503
733974	1410
733975	980
733976	1120
733977	1117
733978	1143
733981	1133
733982	1664
733983	1689
733984	1059
733985	1113
733988	1222
733989	1326
733990	1010
733991	1360
733992	1174
733995	1177
733996	1557
733997	999
733998	1102
733999	1213
734002	1096
734003	1430
734004	915
734005	1287
734006	3147
734009	1340
734010	1304
734011	924
734012	1145
734013	1277
734016	1485
734017	1009
734018	1125
734019	1058
734020	1072
734024	1906
734025	1035
734026	878
734027	1835
734030	938
734031	1405
734032	849
734033	878
734034	901
734037	966
734038	1114
734039	942
734040	1232
734041	1181
734044	882
734045	1603
734046	2769
734047	1193
734048	1690
734051	865
734052	789
734053	1013
734054	896
734055	1155
734058	1462
734059	1094
734060	878
734061	1232
734062	1166
734065	946
734066	1093
734067	1053
734068	1026
734069	1236
734072	1341
734073	1359
734074	985
734075	883
734076	1281
734079	1052
734080	1866
734081	1674
734082	1012
734083	967
734086	2035
734087	1195
734088	1464
734089	867
734090	854
734093	1392
734094	708
734095	1097
734096	1098
734097	965
734100	1999
734101	2100
734102	823
734104	1051
734107	1718
734108	1541
734109	1250
734110	1061
734111	2082
734114	1109
734115	1427
734116	1151
734117	1292
734118	889
734121	853
734122	2010
734123	901
734124	1688
734125	1822
734128	1332
734129	1640
734130	1287
734131	823
734135	979
734136	774
734137	881
734138	777
734142	960
734143	1050
734144	1111
734145	1590
734146	1901
734149	1638
734150	943
734151	1987
734152	1525
734153	1604
734157	992
734158	1043
734159	2262
734160	1988
734163	1157
734164	1678
734165	956
734166	876
734167	1115
734170	1272
734171	1242
734172	2202
734173	2996
734174	1041
734177	973
734178	1771
734179	968
734180	932
734181	942
734185	868
734186	888
734187	913
734188	1190
734191	892
734192	1826
734193	1455
734194	1556
734195	1407
734198	1264
734199	1244
734200	976
734201	1098
734202	1069
734205	2627
734206	1244
734207	1362
734208	1196
734209	1109
734212	1267
734213	1130
734214	1323
734215	1055
734216	1963
734219	1475
734220	1076
734221	2298
734222	1250
734223	1045
734226	1217
734227	951
734228	960
734229	1024
734233	2396
734234	1261
734235	1037
734236	1357
734237	796
734240	1071
734241	1538
734242	1200
734243	1238
734244	2131
734247	1284
734248	1460
734249	1374
734250	1056
734251	1002
734254	1183
734255	1509
734256	2588
734257	1094
734258	1046
734261	1281
734262	1186
734263	1215
734264	1365
734265	1779
734268	2449
734269	1461
734270	899
734271	1004
734272	1347
734275	1731
734276	1397
734277	1320
734278	1398
734279	1444
734282	1258
734283	2425
734284	1410
734285	931
734286	1060
