727960	0.09406968
727988	0.07011183
728019	0.06878023
728049	0.07074661
728080	0.08777338
728110	0.07734493
728141	0.07847415
728172	0.07065904
728202	0.06667284
728233	0.0614505
728263	0.06263513
728294	0.05801431
728325	0.06688069
728353	0.06203932
728384	0.06648607
728414	0.06203014
728445	0.06859096
728475	0.04946291
728506	0.04865628
728537	0.06124556
728567	0.06408393
728598	0.05494458
728628	0.04425919
728659	0.03992054
728690	0.04274213
728718	0.04201944
728749	0.03970175
728779	0.03685637
728810	0.03615691
728840	0.04255485
728871	0.03961522
728902	0.04200847
728932	0.04940291
728963	0.063308
728993	0.05406119
729024	0.04563107
729055	0.0460441
729084	0.04418978
729115	0.04516491
729145	0.04755592
729176	0.03974345
729206	0.04156415
729237	0.04121887
729268	0.05402303
729298	0.05057555
729329	0.04984815
729359	0.05019523
729390	0.04797867
729421	0.0420079
729449	0.03962124
729480	0.0390779
729510	0.03573153
729541	0.02863785
729571	0.0319262
729602	0.03034252
729633	0.02862507
729663	0.02679843
729694	0.02358154
729724	0.03247048
729755	0.03446344
729786	0.03269799
729814	0.03637575
729845	0.02981749
729875	0.02293903
729906	0.02259884
729936	0.02205602
729967	0.01437624
729998	0.01928415
730028	0.01419026
730059	0.01461227
730089	0.01073433
730120	0.01375476
730151	0.00874349
730179	0.008205549
730210	0.01084731
730240	0.008750899
730271	0.007566325
730301	0.00719523
730332	0.009761117
730363	0.01149693
730393	0.009462006
730424	0.007244404
730454	0.005368371
730485	0.008361001
730516	0.004737457
730545	0.004343602
730576	0.004855035
730606	0.002926621
730637	0.004565182
730667	0.004251747
730698	0.004895063
730729	0.005991217
730759	0.003683088
730790	0.002271988
730820	0.002633034
730851	0.003776648
730882	0.002147662
730910	0.001796707
730941	0.001899272
730971	0.001968295
731002	0.002871624
731032	0.00383007
731063	0.004163185
731094	0.003187401
731124	0.002760843
731155	0.002802029
731185	0.002884954
731216	0.004600606
731247	0.004037353
731275	0.004093499
731306	0.005948399
731336	0.005412221
731367	0.005734674
731397	0.006459955
731428	0.006125932
731459	0.1678302
731489	0.005518767
731520	0.00577505
731550	0.006740726
731581	0.007213556
731612	0.007527489
731640	0.007652353
731671	0.009912137
731701	0.01020691
731732	0.01087878
731762	0.01121467
731793	0.01025393
731824	0.01022569
731854	0.009882442
731885	0.009076664
731915	0.008355321
731946	0.008866311
731977	0.009594137
732006	0.009412339
732037	0.008590843
732067	0.007918862
732098	0.008005274
732128	0.007048211
732159	0.006324541
732190	0.008061687
732220	0.008628716
732251	0.007127892
732281	0.007098415
732312	0.007774499
732343	0.00540644
732371	0.005848909
732402	0.005309745
732432	0.004638429
732463	0.00508571
732493	0.005331337
732524	0.004666604
732555	0.004902897
732585	0.005122538
732616	0.003509338
732646	0.003911959
732677	0.004047434
732708	0.00356239
732736	0.004992037
732767	0.004227918
732797	0.00411426
732828	0.00405117
732858	0.003787295
732889	0.004612485
732920	0.004999735
732950	0.00427695
732981	0.00432554
733011	0.004201458
733042	0.004042621
733073	0.003497832
733101	0.004584824
733132	0.004219709
733162	0.003072468
733193	0.003277161
733223	0.003940662
733254	0.003108532
733285	0.003538872
733315	0.004412532
733346	0.003653216
733376	0.005577926
733407	0.009518164
733438	0.00569793
733467	0.004873969
733498	0.00503738
733528	0.004881173
733559	0.003779323
733589	0.003625426
733620	0.004417922
733651	0.003455743
733681	0.005505611
733712	0.004428459
733742	0.00494501
733773	0.006609504
733804	0.007647875
733832	0.007610075
733863	0.008027425
733893	0.006962913
733924	0.01194702
733954	0.01023545
733985	0.005188918
734016	0.00655509
734046	0.006654522
734077	0.00596953
734107	0.008100123
734138	0.01057331
734169	0.008216222
734197	0.009108854
734228	0.009709973
734258	0.01147894
734289	0.006863947
